"stand","plot","tree","spp","dbh","cr","logs","ba","bal","forest_type","site_class","lat","lon","elev","ht","tpa_tree","ba_tree","cutyr","cumsurv","lv","year","lv_mortadj"
1,"marq",1,"beech",3.16822012910134,42.2490187717569,2235555555,166.049681267989,139.934186870144,"Northern hardwood",5,44.441,-74.251,1700,36.6997584138678,24.072,1.31782580111624,110,0.8353505455568,0,25,0
1,"marq",3,"beech",3.85935198333761,69.3979719318529,2235555555,166.081349787397,116.946788989378,"Northern hardwood",5,44.441,-74.251,1700,42.8572159001536,24.072,1.9554921944291,50,0.872846427451392,0,25,0
1,"marq",5,"beech",1.47911672904169,35.0959708523479,2235555555,165.904429513669,164.993113398163,"Northern hardwood",5,44.441,-74.251,1700,31.296230801689,24.072,0.287231592705993,10,0.750279750884352,0,25,0
1,"marq",6,"beech",2.45559477967456,38.9309788049072,2235555555,166.069398590688,152.490669233607,"Northern hardwood",5,44.441,-74.251,1700,33.5577690001003,24.072,0.791663662547993,0,0.7010136588288,0,25,0
1,"marq",8,"beech",2.75546633865152,37.8337832613086,2235555555,166.151977462243,147.989633824461,"Northern hardwood",5,44.441,-74.251,1700,34.7797962630927,24.072,0.996821802382149,60,0.679706550663168,0,25,0
1,"marq",10,"beech",1.88841156664295,26.6452498267284,2235555555,165.963256345982,161.64488030113,"Northern hardwood",5,44.441,-74.251,1700,32.6404348509667,24.072,0.468188359869205,40,0.721149886695168,0,25,0
1,"marq",12,"beech",5.16375045703568,31.3316529319214,2235555555,166.69082841612,87.9105704094532,"Northern hardwood",5,44.441,-74.251,1700,41.8839938074882,24.072,3.50072342937294,70,0.7548716816256,0.0533509018902309,25,0.040273085026121
1,"marq",14,"beech",2.13584160935264,38.370400946475,2235555555,166.001361392322,157.823885515994,"Northern hardwood",5,44.441,-74.251,1700,32.2372404350542,24.072,0.598915281324958,60,0.71839185140736,0,25,0
1,"marq",16,"beech",4.45240324619852,40.9075549719518,2235555555,166.243660047982,102.768957465073,"Northern hardwood",5,44.441,-74.251,1700,43.3278902203362,24.072,2.60265312184901,90,0.842100326106624,0,25,0
1,"marq",17,"beech",3.6819708660827,37.8699195407548,2235555555,166.250936841194,121.403437549336,"Northern hardwood",5,44.441,-74.251,1700,38.6591391592157,24.072,1.77986885616512,0,0.765019276021056,0,25,0
1,"marq",18,"beech",2.00908912042911,47.0290659371221,2235555555,165.945953018993,159.278102405548,"Northern hardwood",5,44.441,-74.251,1700,33.8652179209482,24.072,0.529938792820406,20,0.786294093312,0,25,0
1,"marq",19,"beech",2.98087869782652,30.0829737696452,2235555555,166.420205918995,141.356644566937,"Northern hardwood",5,44.441,-74.251,1700,37.3683151220375,24.072,1.16658373026985,100,0.4963893846912,0,25,0
1,"marq",20,"beech",2.00871724096879,45.3932469770261,2235555555,165.966392603361,159.978834587737,"Northern hardwood",5,44.441,-74.251,1700,33.0247043410675,24.072,0.529742629184577,50,0.74763096792384,0,25,0
1,"marq",23,"beech",1.51523787305504,24.7601047085607,2235555555,165.916213102349,164.568870934011,"Northern hardwood",5,44.441,-74.251,1700,31.7554357540613,24.072,0.301431713368743,90,0.722951733805056,0,25,0
1,"marq",28,"beech",3.39186185088638,36.2903623658431,2235555555,166.347211628525,129.188900930381,"Northern hardwood",5,44.441,-74.251,1700,37.5193380078215,24.072,1.5104404894052,40,0.659364494431104,0,25,0
1,"marq",29,"beech",2.33274690613296,47.2759776215624,2235555555,165.946542958444,154.408132766665,"Northern hardwood",5,44.441,-74.251,1700,33.9414453936745,24.072,0.714434720613628,50,0.840655855076352,0,25,0
1,"marq",30,"beech",2.04776477783578,28.7307821515379,2235555555,166.024402430249,158.919264683226,"Northern hardwood",5,44.441,-74.251,1700,33.6174558403709,24.072,0.550538183787076,110,0.65179443114,0,25,0
1,"marq",33,"beech",1.52169905480665,41.6405503350475,2235555555,165.905841706225,164.338002784997,"Northern hardwood",5,44.441,-74.251,1700,31.4104369103542,24.072,0.30400788645398,30,0.759414999744,0,25,0
1,"marq",34,"beech",1.59530072863001,53.9710196690028,2235555555,165.89292281768,163.809510707637,"Northern hardwood",5,44.441,-74.251,1700,35.4959890293581,24.072,0.334127664795266,40,0.819766947664896,0,25,0
1,"marq",36,"beech",4.68976900819764,32.5084437835723,2235555555,166.530985574615,97.412983108275,"Northern hardwood",5,44.441,-74.251,1700,40.4681695379306,24.072,2.88755465351391,20,0.758174756976,0,25,0
1,"marq",37,"beech",4.52316584198594,70.1623410759444,2235555555,166.283022247485,100.533238637874,"Northern hardwood",5,44.441,-74.251,1700,45.2861099000864,24.072,2.68603910589973,120,0.83234783227392,0,25,0
1,"marq",40,"beech",0.976715621345143,13.6557765916535,2235555555,165.901774454366,165.771734339494,"Northern hardwood",5,44.441,-74.251,1700,29.5944612393674,24.072,0.125245916726668,80,0.4485050899296,0,25,0
1,"marq",41,"beech",1.79065006794248,38.5678479424351,2235555555,165.94181874786,162.609595102525,"Northern hardwood",5,44.441,-74.251,1700,31.03129597349,24.072,0.420967681412726,90,0.74079535343616,0,25,0
1,"marq",42,"beech",2.91582284292706,32.8550842860635,2235555555,166.339816628648,143.965873683893,"Northern hardwood",5,44.441,-74.251,1700,36.1904320368588,24.072,1.11621942549782,100,0.545685509246976,0,25,0
1,"marq",43,"hard maple",1.40703000546935,19.5201050401717,2135555555,166.00838309716,165.209076284254,"Northern hardwood",5,44.441,-74.251,1700,32.7382909050706,24.072,0.259916605440388,20,0.324086554306944,0,25,0
1,"marq",47,"hard maple",3.48951768730345,48.5709707700722,2233555555,166.215770890856,124.160892890535,"Northern hardwood",5,44.441,-74.251,1700,40.9509029130053,24.072,1.59866739028597,120,0.760382350700544,0,25,0
1,"marq",48,"hard maple",2.29753328103071,31.6266268463532,1335555555,166.212486680104,156.113021236461,"Northern hardwood",5,44.441,-74.251,1700,35.517657737972,24.072,0.693028237805749,110,0.451992443305984,0,25,0
1,"marq",49,"hard maple",2.07083223739416,30.4814490472247,2355555555,166.148002081544,158.558656108594,"Northern hardwood",5,44.441,-74.251,1700,35.1258419739581,24.072,0.56301134043637,90,0.439975556237952,0,25,0
1,"marq",50,"hard maple",1.56689374661504,9.10320587046887,2555555555,166.078521463542,164.261488067949,"Northern hardwood",5,44.441,-74.251,1700,31.8474792377514,24.072,0.322334211805887,60,0.23737696541616,0,25,0
1,"marq",52,"hard maple",2.81896922310774,55.6744459097752,5225555555,166.278478506678,146.333138420816,"Northern hardwood",5,44.441,-74.251,1700,37.6755860703409,24.072,1.04329704443522,60,0.57272328118656,0,25,0
1,"marq",53,"hard maple",1.49499071150387,32.6266808349763,1535555555,165.999476209598,164.866457785297,"Northern hardwood",5,44.441,-74.251,1700,33.4188412947043,24.072,0.293429853679862,90,0.4316384692224,0,25,0
1,"marq",55,"hard maple",3.25719053168608,48.9501469019146,5225555555,166.34630572362,136.753874134111,"Northern hardwood",5,44.441,-74.251,1700,40.8634401676774,24.072,1.39287978567904,120,0.63126483698304,0,25,0
1,"marq",56,"hard maple",1.80800970425636,37.9413012844211,1553555555,166.055155414817,162.402879075737,"Northern hardwood",5,44.441,-74.251,1700,32.9947957930214,24.072,0.429169472820451,40,0.48166526251008,0,25,0
1,"marq",60,"hard maple",3.39129586679639,45.7543274603406,2255555555,166.295643906144,130.184831760046,"Northern hardwood",5,44.441,-74.251,1700,37.3556822681383,24.072,1.50993645121137,100,0.693403032301056,0,25,0
1,"marq",61,"hard maple",2.96750927844662,26.9738564895505,5555555555,166.303161464599,141.935724346997,"Northern hardwood",5,44.441,-74.251,1700,36.561202082424,24.072,1.15614280127843,110,0.593078385044992,0,25,0
1,"marq",63,"hard maple",1.97537888823308,44.1237345270179,5235355555,166.074976261605,160.6460235099,"Northern hardwood",5,44.441,-74.251,1700,33.4205289411321,24.072,0.512304445246444,110,0.527089223862432,0,25,0
1,"marq",66,"hard maple",2.30591748738907,45.4503843127185,5255555555,166.137379829783,155.008726497619,"Northern hardwood",5,44.441,-74.251,1700,33.9760875402485,24.072,0.698095492926568,0,0.5635584757584,0,25,0
1,"marq",70,"hard maple",2.43747940890735,44.9440327908192,5535555555,166.167599848377,153.045636274251,"Northern hardwood",5,44.441,-74.251,1700,34.4497370941156,24.072,0.780026252527663,50,0.57065819450688,0,25,0
1,"marq",72,"hard maple",1.26922082125114,21.1407582920257,2525555555,165.972070602479,165.574087652705,"Northern hardwood",5,44.441,-74.251,1700,33.1009708448521,24.072,0.211495769299762,80,0.341033467686912,0,25,0
1,"marq",73,"hard maple",2.69532510949339,45.0677332549541,5532255555,166.225315498686,148.667180133384,"Northern hardwood",5,44.441,-74.251,1700,35.1694422284845,24.072,0.953783099479677,70,0.588361829732352,0,25,0
1,"marq",74,"hard maple",1.57447183582922,40.9813330691058,2135555555,166.000413398618,164.103739886729,"Northern hardwood",5,44.441,-74.251,1700,34.7968841141556,24.072,0.325459611053705,0,0.484693571376,0,25,0
1,"marq",76,"hard maple",2.29988783576642,51.0747107605758,3553555555,166.156710795405,155.742580641027,"Northern hardwood",5,44.441,-74.251,1700,36.7660626177364,24.072,0.694449422054411,20,0.53343063392256,0,25,0
1,"marq",78,"hard maple",1.22223824990531,23.0184218469051,2523555555,165.963489000332,165.664463581564,"Northern hardwood",5,44.441,-74.251,1700,33.7071778195864,24.072,0.196127751764465,20,0.333153873577728,0,25,0
1,"marq",82,"hard maple",2.00888762865196,37.0625913307648,2535555555,166.078490032114,159.69479014816,"Northern hardwood",5,44.441,-74.251,1700,33.8999217570485,24.072,0.529832502906575,120,0.53610233048832,0,25,0
1,"marq",83,"hard maple",1.39526390668916,39.0858941628142,5235555555,165.986836984546,165.293311761319,"Northern hardwood",5,44.441,-74.251,1700,33.4721050301066,24.072,0.255587746025726,70,0.39693894500736,0,25,0
1,"marq",85,"hard maple",2.42924095318245,47.8538850288454,5525555555,166.185520317409,153.608219826917,"Northern hardwood",5,44.441,-74.251,1700,37.349249076512,24.072,0.774762329705931,100,0.544610863104,0,25,0
1,"marq",86,"hard maple",1.84736697786087,42.5651835598438,3535555555,166.062651684132,162.184771384488,"Northern hardwood",5,44.441,-74.251,1700,33.7719998779079,24.072,0.448057406597102,80,0.4867851485952,0,25,0
1,"marq",88,"striped maple",3.73265913214125,52.7413520861553,2235555555,166.543554446165,120.285078320885,"Northern hardwood",5,44.441,-74.251,1700,39.2531792582598,24.072,1.8292117058319,40,0.61138862433792,0,25,0
1,"marq",90,"striped maple",3.84484616091661,73.752181867199,2235555555,166.815059089254,118.653633365194,"Northern hardwood",5,44.441,-74.251,1700,39.0710141817017,24.072,1.94081993123771,40,0.49384427444352,0,25,0
1,"marq",92,"hemlock",2.30174226537214,36.1979233791417,5222222355,166.187835218129,155.402144129546,"Northern hardwood",5,44.441,-74.251,1700,31.5852463119924,24.072,0.695569760825658,70,0.489435468092928,0,25,0
1,"marq",93,"hemlock",3.42031205004123,39.8570959336675,5222232255,166.541464582712,128.3617782957,"Northern hardwood",5,44.441,-74.251,1700,36.371003609467,24.072,1.53588524860851,100,0.5385315312,0,25,0
1,"marq",94,"yellow birch",3.18843495029606,36.2579672803553,1553555555,166.274587335201,138.190113696982,"Northern hardwood",5,44.441,-74.251,1700,39.7247365502316,24.072,1.33469621973659,50,0.668924389024,0,25,0
1,"marq",99,"yellow birch",5.94204340885892,37.2582372150395,5222555555,166.947010506771,70.2947337873665,"Northern hardwood",5,44.441,-74.251,1700,44.0602163638938,24.072,4.63552522455676,80,0.75961547311104,0.0908238837481483,25,0.0689912274231317
1,"marq",101,"yellow birch",2.82572541358937,31.9445626504485,5152555555,166.319129800356,145.255235039118,"Northern hardwood",5,44.441,-74.251,1700,40.7719555819324,24.072,1.04830395283836,40,0.53598588438528,0,25,0
1,"marq",104,"yellow birch",8.12968419631936,42.6920124524483,1252555555,167.332496718301,27.6042500974412,"Northern hardwood",5,44.441,-74.251,1700,50.6545200859602,24.072,8.67710113176929,90,0.827154861198336,0.806239376910179,25,0.666884819900772
1,"marq",105,"yellow birch",4.36004183561677,35.0155078320785,1522555555,166.462945796405,104.960652507724,"Northern hardwood",5,44.441,-74.251,1700,40.2697389740622,24.072,2.49579333861161,100,0.74747755838976,0,25,0
1,"marq",106,"yellow birch",6.35993914478274,37.9292363336944,5523555555,166.61199400624,61.4988968668328,"Northern hardwood",5,44.441,-74.251,1700,46.1153022093405,24.072,5.31047328687825,70,0.853253750587392,0.180427200522602,25,0.153950185553893
1,"marq",107,"yellow birch",3.38890861141122,37.6824728335394,5122555555,166.346791466764,131.231826273897,"Northern hardwood",5,44.441,-74.251,1700,39.3174384941282,24.072,1.50781140204984,50,0.65904920384576,0,25,0
1,"marq",111,"yellow birch",4.28673136082779,31.0438537376024,1525555555,166.599599313351,106.826202018715,"Northern hardwood",5,44.441,-74.251,1700,43.1349879368249,24.072,2.41256956421959,60,0.68212425625344,0,25,0
1,"marq",112,"yellow birch",10.306798759087,46.8981117772401,1122555555,167.044008360006,8.35428019005484,"Northern hardwood",5,44.441,-74.251,1700,53.0016316817554,24.072,13.9468105418009,80,0.913148143255296,2.87862600853124,25,2.6286119948167
1,"marq",113,"yellow birch",2.56966936502999,31.5769444784314,5523555555,166.257735485894,150.345630996728,"Northern hardwood",5,44.441,-74.251,1700,39.5462005031111,24.072,0.866925549358114,60,0.50972316201216,0,25,0
1,"marq",116,"ash",5.10519983190709,29.2729063424167,5113555555,167.070744742403,90.5531673914901,"Northern hardwood",5,44.441,-74.251,1700,44.6464354108675,24.072,3.42178565160741,90,0.638188098358272,0.0484392249418204,25,0.0309133368515689
1,"marq",117,"soft maple",5.76204641570097,41.3641966647945,5353555555,166.798658053125,77.4221232760111,"Northern hardwood",5,44.441,-74.251,1700,43.9431442334699,24.072,4.35893921740003,70,0.77839652352,0.0754402205777538,25,0.0587224054313055
1,"marq",118,"soft maple",7.30699058025097,41.8045495139188,5535555555,166.338909779011,45.6224086543113,"Northern hardwood",5,44.441,-74.251,1700,48.7087945964176,24.072,7.0097802473623,90,0.92778549507072,0.27902932961415,25,0.258879364715315
1,"marq",119,"soft maple",5.85388480706684,40.0759610464755,3525355555,166.725525638471,73.8159504739363,"Northern hardwood",5,44.441,-74.251,1700,43.5708960267724,24.072,4.49899647176128,40,0.8015504845824,0.187949505927449,25,0.15065101755317
1,"marq",124,"paper birch",5.40193208778852,27.2799759835212,5225555555,167.303258480521,83.3567822468225,"Northern hardwood",5,44.441,-74.251,1700,44.161908026588,24.072,3.83111817390108,80,0.616154750392512,0.0617069496360245,25,0.038021030150468
1,"marq",126,"paper birch",6.48893554840886,39.7746517851642,5552555555,166.909581005508,57.0476970482479,"Northern hardwood",5,44.441,-74.251,1700,43.3247762283148,24.072,5.52807885530853,60,0.8051983220736,0.186676415696155,25,0.150311536689258
1,"marq",128,"paper birch",3.91799166081075,18.5967381184614,5152555555,166.948179855457,115.348341729604,"Northern hardwood",5,44.441,-74.251,1700,42.90590078458,24.072,2.01536783464347,110,0.44651399734656,0,25,0
1,"marq",130,"paper birch",4.06982587539352,19.2889507318995,1122555555,166.90969734108,111.818874594408,"Northern hardwood",5,44.441,-74.251,1700,42.257392037673,24.072,2.17459790661997,30,0.504738154572224,0,25,0
1,"marq",131,"paper birch",4.13123255935956,15.4186026695564,5253555555,167.101205298562,110.846663060088,"Northern hardwood",5,44.441,-74.251,1700,41.6976857456968,24.072,2.24071486409721,30,0.43388453832192,0,25,0
1,"marq",133,"paper birch",3.3286454221043,14.1207175589143,5222555555,166.639800547496,134.541189440855,"Northern hardwood",5,44.441,-74.251,1700,39.8385802186363,24.072,1.45466295383592,10,0.445164547166592,0,25,0
1,"marq",135,"paper birch",7.99211560819479,32.9006961416233,1123555555,168.860332059877,34.7815564796937,"Northern hardwood",5,44.441,-74.251,1700,45.5144468071183,24.072,8.38592209008942,0,0.638962768963584,0.440599662353102,25,0.281526780261559
1,"marq",136,"paper birch",6.88075506545478,44.4647974976188,1122555555,167.12682141027,52.1259810914473,"Northern hardwood",5,44.441,-74.251,1700,42.1112860694825,24.072,6.21583539828609,50,0.791802813529728,0.22669958061017,25,0.179501365753142
1,"marq",137,"paper birch",4.2644692127067,27.6940259016228,5552555555,166.932713362557,109.559098066911,"Northern hardwood",5,44.441,-74.251,1700,41.1928801836027,24.072,2.38757638694999,110,0.539276984064,0,25,0
1,"marq",138,"paper birch",3.86237063495927,5.16984279763867,5255555555,167.621410953906,116.776945547031,"Northern hardwood",5,44.441,-74.251,1700,37.5412468002898,24.072,1.95855242746867,40,0.086718864384,0,25,0
1,"marq",145,"other hardwood",4.2763804166298,29.1460272260526,2235555555,167.146410761952,108.471874238368,"Northern hardwood",5,44.441,-74.251,1700,40.4094145255326,24.072,2.40093262171145,40,0.45283396073328,0,25,0
1,"marq",146,"other hardwood",3.07366215549973,3.6385330665581,2235555555,167.037877454531,141.035033372055,"Northern hardwood",5,44.441,-74.251,1700,34.1743099770871,24.072,1.24033662578165,70,0.028348062375936,0,25,0
1,"marq",147,"other hardwood",6.05554206499212,33.3005236866451,2235555555,167.9322588158,66.0300781162559,"Northern hardwood",5,44.441,-74.251,1700,44.6615711417529,24.072,4.81430232132803,90,0.563891773536,0.145745437109068,25,0.0821846530162117
1,"marq",149,"other hardwood",1.71968490422622,17.1678729625658,2235555555,166.192790825627,163.599140406973,"Northern hardwood",5,44.441,-74.251,1700,32.2269054032642,24.072,0.38826215993732,0,0.072562577560576,0,25,0
1,"marq",158,"other hardwood",5.95557644400336,26.0417664738107,2235555555,168.939455907356,68.744823590568,"Northern hardwood",5,44.441,-74.251,1700,45.2516021374815,24.072,4.65666413536976,40,0.3328370163152,0.137525198912453,25,0.0457734768741752
1,"marq",164,"other hardwood",3.9032412236961,22.1052584835799,2235555555,167.313658762406,116.257680836064,"Northern hardwood",5,44.441,-74.251,1700,39.3098049191289,24.072,2.00022150458867,50,0.25960360378896,0,25,0
